File,ErrorCode,Message
1-510-NotExistingName.csv,1-510,Reference Name in file asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv not existing. See 1-510-NotExistingName.csv for details
1-511-MissColumnName.csv,1-511,Missing Mandatory Columns Name in file asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. Open 1-511-MissColumnName.csv for details
1-512-InstallationYearWrongType.csv,1-512,Incorrect type for InstallationYear in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-InstallationYearWrongType.csv for details
1-512-EnvironmentAgingRateWrongType.csv,1-512,Incorrect type for EnvironmentAgingRate in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-EnvironmentAgingRateWrongType.csv for details
1-512-QuantityWrongType.csv,1-512,Incorrect type for Quantity in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-QuantityWrongType.csv for details
1-512-HealthScoreWrongType.csv,1-512,Incorrect type for HealthScore in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-HealthScoreWrongType.csv for details
1-513-HealthScoreInvalidRange.csv,1-513,Incorrect range for HealthScore in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-513-HealthScoreInvalidRange.csv for details
1-512-FinancialConsequencesFactorWrongType.csv,1-512,Incorrect type for FinancialConsequencesFactor in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-FinancialConsequencesFactorWrongType.csv for details
1-512-EnvironmentalConsequencesFactorWrongType.csv,1-512,Incorrect type for EnvironmentalConsequencesFactor in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-EnvironmentalConsequencesFactorWrongType.csv for details
1-512-NetworkConsequencesFactorWrongType.csv,1-512,Incorrect type for NetworkConsequencesFactor in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-NetworkConsequencesFactorWrongType.csv for details
1-512-KnownApparentAgeWrongType.csv,1-512,Incorrect type for KnownApparentAge in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-KnownApparentAgeWrongType.csv for details
1-513-KnownApparentAgeInvalidRange.csv,1-513,Incorrect range for KnownApparentAge in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-513-KnownApparentAgeInvalidRange.csv for details
1-512-CriticalityLevelFailureWrongType.csv,1-512,Incorrect type for CriticalityLevelFailure in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-CriticalityLevelFailureWrongType.csv for details
1-512-CriticalityLevelNetworkConstraintWrongType.csv,1-512,Incorrect type for CriticalityLevelNetworkConstraint in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-CriticalityLevelNetworkConstraintWrongType.csv for details
1-511-MissColumnEquipmentComponentCustomDataString.csv,1-511,Missing Mandatory Columns EquipmentComponent in file asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. Open 1-511-MissColumnEquipmentComponentCustomDataString.csv for details
1-511-MissColumnCustomDataCustomDataString.csv,1-511,Missing Mandatory Columns CustomData in file asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. Open 1-511-MissColumnCustomDataCustomDataString.csv for details
1-511-MissColumnValueCustomDataString.csv,1-511,Missing Mandatory Columns Value in file asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. Open 1-511-MissColumnValueCustomDataString.csv for details
1-510-NotExistingEquipmentComponentCustomDataString.csv,1-510,Reference EquipmentComponent in file asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv not existing. See 1-510-NotExistingEquipmentComponentCustomDataString.csv for details
1-511-MissColumnEquipmentComponentCustomDataNumber.csv,1-511,Missing Mandatory Columns EquipmentComponent in file asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. Open 1-511-MissColumnEquipmentComponentCustomDataNumber.csv for details
1-511-MissColumnCustomDataCustomDataNumber.csv,1-511,Missing Mandatory Columns CustomData in file asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. Open 1-511-MissColumnCustomDataCustomDataNumber.csv for details
1-511-MissColumnValueCustomDataNumber.csv,1-511,Missing Mandatory Columns Value in file asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. Open 1-511-MissColumnValueCustomDataNumber.csv for details
1-510-NotExistingEquipmentComponentCustomDataNumber.csv,1-510,Reference EquipmentComponent in file asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv not existing. See 1-510-NotExistingEquipmentComponentCustomDataNumber.csv for details
1-512-CustomDataNumberValueWrongType.csv,1-512,Incorrect type for CustomDataNumberValue in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-CustomDataNumberValueWrongType.csv for details
1-512-SAIDI15minWrongType.csv,1-512,Incorrect type for SAIDI15min in asset-integration-accelerator-input/AssetPortfolio/Update/EquipmentComponents.csv. See 1-512-SAIDI15minWrongType.csv for details
