File,ErrorCode,Message
4-110-NotUniqueName.csv,4-110,Similar values for Name are used in asset-integration-accelerator-input/HumanResources/Create/Teams.csv. See 4-110-NotUniqueName.csv for details
4-110-AlreadyExistName.csv,4-110,Name have already used value in asset-integration-accelerator-input/HumanResources/Create/Teams.csv. See 4-110-AlreadyExistName.csv for details
4-111-MissColumnName.csv,4-111,Missing Mandatory Columns Name in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv. Open 4-111-MissColumnName.csv for details
4-112-ConstrainedWrongType.csv,4-112,Incorrect type for Constrained in asset-integration-accelerator-input/HumanResources/Create/Teams.csv. See 4-112-ConstrainedWrongType.csv for details
4-111-MissColumnTeamCatKeyLabels.csv,4-111,Missing Mandatory Columns Team in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv. Open 4-111-MissColumnTeamCatKeyLabels.csv for details
4-111-MissColumnIndexCatKeyLabels.csv,4-111,Missing Mandatory Columns Index in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv. Open 4-111-MissColumnIndexCatKeyLabels.csv for details
4-111-MissColumnValueCatKeyLabels.csv,4-111,Missing Mandatory Columns Value in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv. Open 4-111-MissColumnValueCatKeyLabels.csv for details
4-110-NotExistingTeamCatKeyLabels.csv,4-110,Reference Team in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv not existing. See 4-110-NotExistingTeamCatKeyLabels.csv for details
4-111-MissColumnTeamAvailableQuantityByYear.csv,4-111,Missing Mandatory Columns Team in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv. Open 4-111-MissColumnTeamAvailableQuantityByYear.csv for details
4-111-MissColumnYearAvailableQuantityByYear.csv,4-111,Missing Mandatory Columns Year in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv. Open 4-111-MissColumnYearAvailableQuantityByYear.csv for details
4-111-MissColumnValueAvailableQuantityByYear.csv,4-111,Missing Mandatory Columns Value in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv. Open 4-111-MissColumnValueAvailableQuantityByYear.csv for details
4-110-NotExistingTeamAvailableQuantityByYear.csv,4-110,Reference Team in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv not existing. See 4-110-NotExistingTeamAvailableQuantityByYear.csv for details
4-112-AvailableQuantityByYearValueWrongType.csv,4-112,Incorrect type for AvailableQuantityByYearValue in asset-integration-accelerator-input/HumanResources/Create/Teams.csv. See 4-112-AvailableQuantityByYearValueWrongType.csv for details
4-111-MissColumnTeamMinimalQuantityLevelByYear.csv,4-111,Missing Mandatory Columns Team in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv. Open 4-111-MissColumnTeamMinimalQuantityLevelByYear.csv for details
4-111-MissColumnYearMinimalQuantityLevelByYear.csv,4-111,Missing Mandatory Columns Year in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv. Open 4-111-MissColumnYearMinimalQuantityLevelByYear.csv for details
4-111-MissColumnValueMinimalQuantityLevelByYear.csv,4-111,Missing Mandatory Columns Value in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv. Open 4-111-MissColumnValueMinimalQuantityLevelByYear.csv for details
4-110-NotExistingTeamMinimalQuantityLevelByYear.csv,4-110,Reference Team in file asset-integration-accelerator-input/HumanResources/Create/Teams.csv not existing. See 4-110-NotExistingTeamMinimalQuantityLevelByYear.csv for details
4-112-MinimalQuantityLevelByYearValueWrongType.csv,4-112,Incorrect type for MinimalQuantityLevelByYearValue in asset-integration-accelerator-input/HumanResources/Create/Teams.csv. See 4-112-MinimalQuantityLevelByYearValueWrongType.csv for details
4-112-CostRateWrongType.csv,4-112,Incorrect type for CostRate in asset-integration-accelerator-input/HumanResources/Create/Teams.csv. See 4-112-CostRateWrongType.csv for details
