File,ErrorCode,Message
2-510-NotExistingName.csv,2-510,Reference Name in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv not existing. See 2-510-NotExistingName.csv for details
2-511-MissColumnName.csv,2-511,Missing Mandatory Columns Name in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. Open 2-511-MissColumnName.csv for details
2-512-CostsAreCapitalChargesWrongType.csv,2-512,Incorrect type for CostsAreCapitalCharges in asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. See 2-512-CostsAreCapitalChargesWrongType.csv for details
2-511-MissColumnActionFamilyCostsByRatingLevel.csv,2-511,Missing Mandatory Columns ActionFamily in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. Open 2-511-MissColumnActionFamilyCostsByRatingLevel.csv for details
2-511-MissColumnRatingLevelCostsByRatingLevel.csv,2-511,Missing Mandatory Columns RatingLevel in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. Open 2-511-MissColumnRatingLevelCostsByRatingLevel.csv for details
2-511-MissColumnUnitPropertyCostsByRatingLevel.csv,2-511,Missing Mandatory Columns UnitProperty in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. Open 2-511-MissColumnUnitPropertyCostsByRatingLevel.csv for details
2-511-MissColumnValueCostsByRatingLevel.csv,2-511,Missing Mandatory Columns Value in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. Open 2-511-MissColumnValueCostsByRatingLevel.csv for details
2-510-NotExistingActionFamilyCostsByRatingLevel.csv,2-510,Reference ActionFamily in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv not existing. See 2-510-NotExistingActionFamilyCostsByRatingLevel.csv for details
2-513-UnitPropertyCostsByRatingLevelInvalidRange.csv,2-513,Incorrect range for UnitPropertyCostsByRatingLevel in asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. See 2-513-UnitPropertyCostsByRatingLevelInvalidRange.csv for details
2-512-SupplierCostWrongType.csv,2-512,Incorrect type for SupplierCost in asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. See 2-512-SupplierCostWrongType.csv for details
2-512-DurationWrongType.csv,2-512,Incorrect type for Duration in asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. See 2-512-DurationWrongType.csv for details
2-512-IsLocalActionWrongType.csv,2-512,Incorrect type for IsLocalAction in asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. See 2-512-IsLocalActionWrongType.csv for details
2-512-NeedsOutageWrongType.csv,2-512,Incorrect type for NeedsOutage in asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. See 2-512-NeedsOutageWrongType.csv for details
2-511-MissColumnActionFamilyBudgetCategories.csv,2-511,Missing Mandatory Columns ActionFamily in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. Open 2-511-MissColumnActionFamilyBudgetCategories.csv for details
2-511-MissColumnIndexBudgetCategories.csv,2-511,Missing Mandatory Columns Index in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. Open 2-511-MissColumnIndexBudgetCategories.csv for details
2-511-MissColumnValueBudgetCategories.csv,2-511,Missing Mandatory Columns Value in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv. Open 2-511-MissColumnValueBudgetCategories.csv for details
2-510-NotExistingActionFamilyBudgetCategories.csv,2-510,Reference ActionFamily in file asset-integration-accelerator-input/ActivitiesManagement/Update/ActionFamilies.csv not existing. See 2-510-NotExistingActionFamilyBudgetCategories.csv for details
