File,ErrorCode,Message
1-110-NotUniqueName.csv,1-110,Similar values for Name are used in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-110-NotUniqueName.csv for details
1-110-AlreadyExistName.csv,1-110,Name have already used value in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-110-AlreadyExistName.csv for details
1-111-MissColumnName.csv,1-111,Missing Mandatory Columns Name in file asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. Open 1-111-MissColumnName.csv for details
1-112-InstallationYearWrongType.csv,1-112,Incorrect type for InstallationYear in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-InstallationYearWrongType.csv for details
1-112-EnvironmentAgingRateWrongType.csv,1-112,Incorrect type for EnvironmentAgingRate in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-EnvironmentAgingRateWrongType.csv for details
1-112-QuantityWrongType.csv,1-112,Incorrect type for Quantity in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-QuantityWrongType.csv for details
1-112-HealthScoreWrongType.csv,1-112,Incorrect type for HealthScore in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-HealthScoreWrongType.csv for details
1-113-HealthScoreInvalidRange.csv,1-113,Incorrect range for HealthScore in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-113-HealthScoreInvalidRange.csv for details
1-112-FinancialConsequencesFactorWrongType.csv,1-112,Incorrect type for FinancialConsequencesFactor in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-FinancialConsequencesFactorWrongType.csv for details
1-112-EnvironmentalConsequencesFactorWrongType.csv,1-112,Incorrect type for EnvironmentalConsequencesFactor in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-EnvironmentalConsequencesFactorWrongType.csv for details
1-112-NetworkConsequencesFactorWrongType.csv,1-112,Incorrect type for NetworkConsequencesFactor in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-NetworkConsequencesFactorWrongType.csv for details
1-112-KnownApparentAgeWrongType.csv,1-112,Incorrect type for KnownApparentAge in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-KnownApparentAgeWrongType.csv for details
1-113-KnownApparentAgeInvalidRange.csv,1-113,Incorrect range for KnownApparentAge in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-113-KnownApparentAgeInvalidRange.csv for details
1-112-CriticalityLevelFailureWrongType.csv,1-112,Incorrect type for CriticalityLevelFailure in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-CriticalityLevelFailureWrongType.csv for details
1-112-CriticalityLevelNetworkConstraintWrongType.csv,1-112,Incorrect type for CriticalityLevelNetworkConstraint in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-CriticalityLevelNetworkConstraintWrongType.csv for details
1-111-MissColumnEquipmentComponentCustomDataString.csv,1-111,Missing Mandatory Columns EquipmentComponent in file asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. Open 1-111-MissColumnEquipmentComponentCustomDataString.csv for details
1-111-MissColumnCustomDataCustomDataString.csv,1-111,Missing Mandatory Columns CustomData in file asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. Open 1-111-MissColumnCustomDataCustomDataString.csv for details
1-111-MissColumnValueCustomDataString.csv,1-111,Missing Mandatory Columns Value in file asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. Open 1-111-MissColumnValueCustomDataString.csv for details
1-110-NotExistingEquipmentComponentCustomDataString.csv,1-110,Reference EquipmentComponent in file asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv not existing. See 1-110-NotExistingEquipmentComponentCustomDataString.csv for details
1-111-MissColumnEquipmentComponentCustomDataNumber.csv,1-111,Missing Mandatory Columns EquipmentComponent in file asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. Open 1-111-MissColumnEquipmentComponentCustomDataNumber.csv for details
1-111-MissColumnCustomDataCustomDataNumber.csv,1-111,Missing Mandatory Columns CustomData in file asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. Open 1-111-MissColumnCustomDataCustomDataNumber.csv for details
1-111-MissColumnValueCustomDataNumber.csv,1-111,Missing Mandatory Columns Value in file asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. Open 1-111-MissColumnValueCustomDataNumber.csv for details
1-110-NotExistingEquipmentComponentCustomDataNumber.csv,1-110,Reference EquipmentComponent in file asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv not existing. See 1-110-NotExistingEquipmentComponentCustomDataNumber.csv for details
1-112-CustomDataNumberValueWrongType.csv,1-112,Incorrect type for CustomDataNumberValue in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-CustomDataNumberValueWrongType.csv for details
1-112-SAIDI15minWrongType.csv,1-112,Incorrect type for SAIDI15min in asset-integration-accelerator-input/AssetPortfolio/Create/EquipmentComponents.csv. See 1-112-SAIDI15minWrongType.csv for details
